Product Name, Year Month , Warehouse Inventory ,Inventory Cost Per Unit
Team Golf Tennessee Volunteers Putter Grip,201509,10,2.16087
Titleist Pro V1x High Numbers Personalized Go,201509,4,0.24411
Nike Men's Deutschland Weltmeister Winners Bl,201509,0,1.70877
Bridgestone e6 Straight Distance NFL San Dieg,201509,5,1.22189
Nike Women's Tempo Shorts,201509,5,0.45997
Team Golf Texas Longhorns Putter Grip,201509,9,1.6137
Hirzl Women's Soffft Flex Golf Glove,201509,0,0.38234
Clicgear 8.0 Shoe Brush,201509,3,1.77073
Hirzl Women's Hybrid Golf Glove,201509,4,2.32884
Team Golf Pittsburgh Steelers Putter Grip,201509,10,0.20774
Top Flite Women's 2017 XL Hybrid,201509,0,2.19216
Glove It Urban Brick Golf Towel,201509,1,0.25729
Nike Dri-FIT Crew Sock 6 Pack,201509,11,0.76747
TYR Boys' Team Digi Jammer,201509,10,2.16311
Team Golf San Francisco Giants Putter Grip,201509,3,0.92389
Clicgear Rovic Cooler Bag,201509,0,1.40944
Hirzl Men's Hybrid Golf Glove,201509,0,2.02865
Titleist Pro V1x Golf Balls,201509,0,1.01811
adidas Men's Germany Black Crest Away Tee,201509,2,0.61401
Titleist Pro V1 High Numbers Personalized Gol,201509,21,0.50391
Under Armour Women's Micro G Skulpt Running S,201509,1,1.08941
Under Armour Hustle Storm Medium Duffle Bag,201509,0,0.12859
Under Armour Women's Ignite PIP VI Slide,201509,1,1.82757
Bag Boy Beverage Holder,201509,6,1.25379
Under Armour Men's Tech II T-Shirt,201509,0,1.70833
Team Golf New England Patriots Putter Grip,201509,5,1.78917
Under Armour Men's Compression EV SL Slide,201509,1,1.33466
Bridgestone e6 Straight Distance NFL Tennesse,201509,13,1.13515
Glove It Women's Mod Oval Golf Glove,201509,0,1.36188
Titleist Pro V1x High Numbers Golf Balls,201509,4,0.43785
Nike Women's Legend V-Neck T-Shirt,201509,0,2.09386
Under Armour Kids' Mercenary Slide,201509,0,1.06013
adidas Kids' F5 Messi FG Soccer Cleat,201509,6,0.87473
Children's heaters,201509,0,0.89995
Web Camera,201509,5,1.28401
Dell Laptop,201509,6,2.23399
Porcelain crafts,201509,0,0.54904
Sports Books,201509,2,1.13312
DVDs,201509,0,2.23474
Industrial consumer electronics,201509,0,1.86802
Fighting video games,201509,0,0.3502
Summer dresses,201509,0,0.23012
Lawn mower,201509,0,0.1794
Adult dog supplies,201509,0,1.44546
Rock music,201509,0,0.35219
Elevation Training Mask 2.0,201509,0,0.21624
LIJA Women's Mid-Length Panel Golf Shorts,201509,0,1.79323
Toys,201509,0,1.8551
Brooks Women's Ghost 6 Running Shoe,201509,0,2.22179
Bag Boy M330 Push Cart,201509,0,0.53561
Merrell Women's Grassbow Sport Hiking Shoe,201509,0,1.75876
Nike Men's Free TR 5.0 TB Training Shoe,201509,0,1.71053
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201509,0,1.60439
First aid kit,201509,0,1.61078
CDs of rock,201509,8,1.44372
Polar FT4 Heart Rate Monitor,201509,0,0.15832
LIJA Women's Argyle Golf Polo,201509,0,1.08106
TaylorMade White Smoke IN-12 Putter,201509,0,1.95698
Fitbit The One Wireless Activity & Sleep Trac,201509,0,1.7858
Nike Kids' Grade School KD VI Basketball Shoe,201509,0,1.0589
The North Face Women's Recon Backpack,201509,0,2.06319
Smart watch,201509,0,0.92385
Baby sweater,201509,1,0.28342
MDGolf Pittsburgh Penguins Putter,201509,0,1.83326
Men's gala suit,201509,0,1.47773
Merrell Men's All Out Flash Trail Running Sho,201509,0,1.56204
Garmin Approach S3 Golf GPS Watch,201509,0,0.15292
LIJA Women's Button Golf Dress,201509,0,0.86482
Cleveland Golf Women's 588 RTX CB Satin Chrom,201509,0,1.74701
Merrell Women's Siren Mid Waterproof Hiking B,201509,0,0.25803
TaylorMade Women's RBZ SL Rescue,201509,0,2.07611
Mio ALPHA Heart Rate Monitor/Sport Watch,201509,0,1.91258
TaylorMade 2017 Purelite Stand Bag,201509,0,0.41542
Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.842
adidas Brazuca 2017 Official Match Ball,201509,0,1.53757
Nike Men's Fingertrap Max Training Shoe,201509,0,2.32228
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201509,0,1.80091
Nike Men's Kobe IX Elite Low Basketball Shoe,201509,0,0.14709
Ogio Race Golf Shoes,201509,0,2.30423
insta-bed Neverflat Air Mattress,201509,0,0.48712
GolfBuddy VT3 GPS Watch,201509,0,1.10195
Merrell Women's Grassbow Sport Waterproof Hik,201509,0,2.05637
Titleist Small Wheeled Travel Cover,201509,0,0.15064
Polar Loop Activity Tracker,201509,0,1.78416
Pelican Maverick 100X Kayak,201509,0,1.6214
Garmin Approach S4 Golf GPS Watch,201509,0,1.26058
Total Gym 1400,201509,0,0.90498
Garmin Forerunner 910XT GPS Watch,201509,0,1.42562
Titleist Club Glove Travel Cover,201509,0,0.13422
GoPro HERO3+ Black Edition Camera,201509,0,2.33477
Diamondback Boys' Insight 24 Performance Hybr,201509,0,0.65336
Diamondback Girls' Clarity 24 Hybrid Bike 201,201509,0,0.5305
Stiga Master Series ST3100 Competition Indoor,201509,0,1.65339
SOLE E35 Elliptical,201509,24,1.87787
Bushnell Pro X7 Jolt Slope Rangefinder,201509,14,1.46737
SOLE E25 Elliptical,201509,15,0.52812
Bowflex SelectTech 1090 Dumbbells,201509,27,1.53799
Perfect Fitness Perfect Rip Deck,201508,508,1.13131
Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.65586
O'Brien Men's Neoprene Life Vest,201508,58,1.14754
Nike Men's Free 5.0+ Running Shoe,201508,363,2.24611
Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29254
Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68106
Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.29671
Pelican Sunstream 100 Kayak,201508,105,1.92446
Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55328
ENO Atlas Hammock Straps,201508,20,1.31973
Nike Men's Comfort 2 Slide,201508,10,1.70332
adidas Youth Germany Black/Red Away Match Soc,201508,15,1.9896
Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97317
LIJA Women's Eyelet Sleeveless Golf Polo,201508,0,1.88904
adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.61695
Glove It Women's Imperial Golf Glove,201508,2,0.44798
Glove It Imperial Golf Towel,201508,0,0.10236
Bridgestone e6 Straight Distance NFL Carolina,201508,0,0.5453
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13464
Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.35627
Under Armour Women's Ignite Slide,201508,10,0.79132
Team Golf Tennessee Volunteers Putter Grip,201508,0,0.90145
Titleist Pro V1x High Numbers Personalized Go,201508,4,1.09652
Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41226
Bridgestone e6 Straight Distance NFL San Dieg,201508,0,1.92218
Nike Women's Tempo Shorts,201508,2,2.28426
Team Golf Texas Longhorns Putter Grip,201508,4,1.35769
Hirzl Women's Soffft Flex Golf Glove,201508,0,2.30301
Clicgear 8.0 Shoe Brush,201508,5,0.39383
Hirzl Women's Hybrid Golf Glove,201508,31,0.93931
Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.88744
Top Flite Women's 2017 XL Hybrid,201508,22,0.18474
Glove It Urban Brick Golf Towel,201508,2,0.81487
Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.10978
TYR Boys' Team Digi Jammer,201508,5,1.88657
Team Golf San Francisco Giants Putter Grip,201508,9,2.11637
Clicgear Rovic Cooler Bag,201508,7,1.85596
Hirzl Men's Hybrid Golf Glove,201508,0,1.74682
Titleist Pro V1x Golf Balls,201508,4,1.74702
adidas Men's Germany Black Crest Away Tee,201508,0,1.06493
Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.2531
Under Armour Women's Micro G Skulpt Running S,201508,6,1.41537
Under Armour Hustle Storm Medium Duffle Bag,201508,0,1.18525
Under Armour Women's Ignite PIP VI Slide,201508,0,1.06608
Bag Boy Beverage Holder,201508,2,1.20987
Under Armour Men's Tech II T-Shirt,201508,1,0.14097
Team Golf New England Patriots Putter Grip,201508,0,0.73284
Under Armour Men's Compression EV SL Slide,201508,13,0.19515
Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99447
Glove It Women's Mod Oval Golf Glove,201508,6,2.07204
Titleist Pro V1x High Numbers Golf Balls,201508,0,0.89764
Nike Women's Legend V-Neck T-Shirt,201508,0,0.2329
Under Armour Kids' Mercenary Slide,201508,8,0.24805
adidas Kids' F5 Messi FG Soccer Cleat,201508,0,1.0425
Children's heaters,201508,0,2.31398
Web Camera,201508,6,0.27103
Dell Laptop,201508,16,2.11437
Porcelain crafts,201508,1,1.64915
Sports Books,201508,0,1.99719
DVDs,201508,0,1.34317
Industrial consumer electronics,201508,0,0.24921
Fighting video games,201508,0,1.69252
Summer dresses,201508,0,1.69081
Lawn mower,201508,0,1.70951
Adult dog supplies,201508,0,1.08067
Rock music,201508,0,1.92975
Elevation Training Mask 2.0,201508,0,1.98746
LIJA Women's Mid-Length Panel Golf Shorts,201508,0,2.19445
Toys,201508,0,1.85022
Brooks Women's Ghost 6 Running Shoe,201508,0,1.99562
Bag Boy M330 Push Cart,201508,0,1.897
Merrell Women's Grassbow Sport Hiking Shoe,201508,0,0.41119
Nike Men's Free TR 5.0 TB Training Shoe,201508,0,0.25624
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201508,0,1.12384
First aid kit,201508,0,0.20343
CDs of rock,201508,2,1.32179
Polar FT4 Heart Rate Monitor,201508,0,0.24656
LIJA Women's Argyle Golf Polo,201508,2,1.00387
TaylorMade White Smoke IN-12 Putter,201508,0,1.02048
Fitbit The One Wireless Activity & Sleep Trac,201508,0,0.69959
Nike Kids' Grade School KD VI Basketball Shoe,201508,0,0.53751
The North Face Women's Recon Backpack,201508,0,0.64986
Smart watch,201508,0,0.1184
Baby sweater,201508,4,1.27268
MDGolf Pittsburgh Penguins Putter,201508,0,1.17774
Men's gala suit,201508,0,0.12958
Merrell Men's All Out Flash Trail Running Sho,201508,0,0.27045
Garmin Approach S3 Golf GPS Watch,201508,0,0.3214
LIJA Women's Button Golf Dress,201508,0,1.39116
Cleveland Golf Women's 588 RTX CB Satin Chrom,201508,0,2.29413
Merrell Women's Siren Mid Waterproof Hiking B,201508,0,2.19343
TaylorMade Women's RBZ SL Rescue,201508,0,1.59338
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38296
TaylorMade 2017 Purelite Stand Bag,201508,0,1.44344
Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.48925
adidas Brazuca 2017 Official Match Ball,201508,0,1.53183
Nike Men's Fingertrap Max Training Shoe,201508,0,0.21387
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201508,0,2.19075
Nike Men's Kobe IX Elite Low Basketball Shoe,201508,0,0.86438
Ogio Race Golf Shoes,201508,0,2.2791
insta-bed Neverflat Air Mattress,201508,0,0.72431
GolfBuddy VT3 GPS Watch,201508,0,2.25045
Merrell Women's Grassbow Sport Waterproof Hik,201508,0,1.89226
Titleist Small Wheeled Travel Cover,201508,0,0.18191
Polar Loop Activity Tracker,201508,0,1.93732
Pelican Maverick 100X Kayak,201508,0,1.80049
Garmin Approach S4 Golf GPS Watch,201508,0,0.17395
Total Gym 1400,201508,0,1.19533
Garmin Forerunner 910XT GPS Watch,201508,0,0.42839
Titleist Club Glove Travel Cover,201508,0,0.71883
GoPro HERO3+ Black Edition Camera,201508,0,1.79288
Diamondback Boys' Insight 24 Performance Hybr,201508,0,1.38319
Diamondback Girls' Clarity 24 Hybrid Bike 201,201508,0,1.50852
Stiga Master Series ST3100 Competition Indoor,201508,0,1.03259
SOLE E35 Elliptical,201508,6,1.18099
Bushnell Pro X7 Jolt Slope Rangefinder,201508,30,1.28514
SOLE E25 Elliptical,201508,2,0.71268
Bowflex SelectTech 1090 Dumbbells,201508,7,1.54634
Perfect Fitness Perfect Rip Deck,201507,1,1.18831
Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.25506
O'Brien Men's Neoprene Life Vest,201507,22,1.99292
Nike Men's Free 5.0+ Running Shoe,201507,161,1.89773
Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.29902
Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85246
Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71429
Pelican Sunstream 100 Kayak,201507,26,2.0822
Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48289
ENO Atlas Hammock Straps,201507,5,1.87883
Nike Men's Comfort 2 Slide,201507,12,1.05194
adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09009
Team Golf St. Louis Cardinals Putter Grip,201507,10,0.8108
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.31695
adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33446
Glove It Women's Imperial Golf Glove,201507,0,1.56156
Glove It Imperial Golf Towel,201507,3,0.35994
Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.44583
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08432
Columbia Men's PFG Anchor Tough T-Shirt,201507,0,0.66958
Under Armour Women's Ignite Slide,201507,0,0.35287
Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95472
Titleist Pro V1x High Numbers Personalized Go,201507,0,0.23505
Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.82588
Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65295
Nike Women's Tempo Shorts,201507,0,2.23726
Team Golf Texas Longhorns Putter Grip,201507,3,0.66657
Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87152
Clicgear 8.0 Shoe Brush,201507,2,1.61125
Hirzl Women's Hybrid Golf Glove,201507,10,0.78481
Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15294
Top Flite Women's 2017 XL Hybrid,201507,0,1.39516
Glove It Urban Brick Golf Towel,201507,8,2.10974
Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29115
TYR Boys' Team Digi Jammer,201507,0,1.93085
Team Golf San Francisco Giants Putter Grip,201507,2,1.56873
Clicgear Rovic Cooler Bag,201507,11,1.14233
Hirzl Men's Hybrid Golf Glove,201507,17,2.32116
Titleist Pro V1x Golf Balls,201507,1,0.74991
adidas Men's Germany Black Crest Away Tee,201507,9,1.37589
Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.24634
Under Armour Women's Micro G Skulpt Running S,201507,0,1.05994
Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72077
Under Armour Women's Ignite PIP VI Slide,201507,8,1.68523
Bag Boy Beverage Holder,201507,0,2.30501
Under Armour Men's Tech II T-Shirt,201507,9,2.16
Team Golf New England Patriots Putter Grip,201507,0,1.09872
Under Armour Men's Compression EV SL Slide,201507,0,1.06036
Bridgestone e6 Straight Distance NFL Tennesse,201507,0,1.92765
Glove It Women's Mod Oval Golf Glove,201507,0,1.91405
Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7026
Nike Women's Legend V-Neck T-Shirt,201507,4,0.385
Under Armour Kids' Mercenary Slide,201507,5,1.43535
adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.25561
Children's heaters,201507,0,1.00238
Web Camera,201507,0,2.16093
Dell Laptop,201507,25,1.49893
Porcelain crafts,201507,0,1.61761
Sports Books,201507,0,1.70681
DVDs,201507,0,1.90579
Industrial consumer electronics,201507,1,1.65142
Fighting video games,201507,0,1.56919
Summer dresses,201507,0,0.17305
Lawn mower,201507,0,2.01428
Adult dog supplies,201507,0,1.37144
Rock music,201507,0,2.34219
Elevation Training Mask 2.0,201507,0,2.19477
LIJA Women's Mid-Length Panel Golf Shorts,201507,0,1.60383
Toys,201507,0,1.13041
Brooks Women's Ghost 6 Running Shoe,201507,0,1.56853
Bag Boy M330 Push Cart,201507,0,1.74551
Merrell Women's Grassbow Sport Hiking Shoe,201507,0,0.56561
Nike Men's Free TR 5.0 TB Training Shoe,201507,0,1.91446
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201507,0,0.65766
First aid kit,201507,0,0.12227
CDs of rock,201507,0,1.072
Polar FT4 Heart Rate Monitor,201507,0,1.38198
LIJA Women's Argyle Golf Polo,201507,0,1.81578
TaylorMade White Smoke IN-12 Putter,201507,0,0.94301
Fitbit The One Wireless Activity & Sleep Trac,201507,0,0.23288
Nike Kids' Grade School KD VI Basketball Shoe,201507,0,2.03625
The North Face Women's Recon Backpack,201507,0,1.92201
Smart watch,201507,0,2.19165
Baby sweater,201507,0,1.2759
MDGolf Pittsburgh Penguins Putter,201507,0,1.20268
Men's gala suit,201507,0,1.80502
Merrell Men's All Out Flash Trail Running Sho,201507,0,0.68692
Garmin Approach S3 Golf GPS Watch,201507,0,2.30112
LIJA Women's Button Golf Dress,201507,1,0.93472
Cleveland Golf Women's 588 RTX CB Satin Chrom,201507,0,0.31162
Merrell Women's Siren Mid Waterproof Hiking B,201507,0,1.24292
TaylorMade Women's RBZ SL Rescue,201507,0,1.75271
Mio ALPHA Heart Rate Monitor/Sport Watch,201507,0,0.72136
TaylorMade 2017 Purelite Stand Bag,201507,0,0.27289
Cleveland Golf Collegiate My Custom Wedge 588,201507,0,1.67794
adidas Brazuca 2017 Official Match Ball,201507,0,0.46732
Nike Men's Fingertrap Max Training Shoe,201507,0,1.85764
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201507,0,1.12145
Nike Men's Kobe IX Elite Low Basketball Shoe,201507,0,0.23894
Ogio Race Golf Shoes,201507,0,1.23176
insta-bed Neverflat Air Mattress,201507,0,1.78387
GolfBuddy VT3 GPS Watch,201507,0,0.93084
Merrell Women's Grassbow Sport Waterproof Hik,201507,0,1.80586
Titleist Small Wheeled Travel Cover,201507,0,0.4228
Polar Loop Activity Tracker,201507,0,1.37405
Pelican Maverick 100X Kayak,201507,0,1.62222
Garmin Approach S4 Golf GPS Watch,201507,0,2.04534
Total Gym 1400,201507,0,1.15943
Garmin Forerunner 910XT GPS Watch,201507,0,0.16571
Titleist Club Glove Travel Cover,201507,0,2.23045
GoPro HERO3+ Black Edition Camera,201507,0,0.97163
Diamondback Boys' Insight 24 Performance Hybr,201507,0,2.0576
Diamondback Girls' Clarity 24 Hybrid Bike 201,201507,0,0.50558
Stiga Master Series ST3100 Competition Indoor,201507,0,0.93446
SOLE E35 Elliptical,201507,10,1.29567
Bushnell Pro X7 Jolt Slope Rangefinder,201507,18,1.85214
SOLE E25 Elliptical,201507,3,0.66997
Bowflex SelectTech 1090 Dumbbells,201507,11,1.96702
Perfect Fitness Perfect Rip Deck,201506,462,2.30411
Nike Men's Dri-FIT Victory Golf Polo,201506,520,1.79808
O'Brien Men's Neoprene Life Vest,201506,430,0.73998
Nike Men's Free 5.0+ Running Shoe,201506,29,2.18684
Under Armour Girls' Toddler Spine Surge Runni,201506,66,2.29001
Nike Men's CJ Elite 2 TD Football Cleat,201506,74,2.007
Field & Stream Sportsman 16 Gun Fire Safe,201506,76,1.65816
Pelican Sunstream 100 Kayak,201506,12,1.42169
Diamondback Women's Serene Classic Comfort Bi,201506,103,1.80827
ENO Atlas Hammock Straps,201506,2,1.3917
Nike Men's Comfort 2 Slide,201506,0,2.03747
adidas Youth Germany Black/Red Away Match Soc,201506,16,1.23078
Team Golf St. Louis Cardinals Putter Grip,201506,4,0.20541
LIJA Women's Eyelet Sleeveless Golf Polo,201506,3,0.60128
adidas Men's F10 Messi TRX FG Soccer Cleat,201506,6,2.07873
Glove It Women's Imperial Golf Glove,201506,0,1.19553
Glove It Imperial Golf Towel,201506,0,1.77667
Bridgestone e6 Straight Distance NFL Carolina,201506,0,2.02634
Glove It Women's Mod Oval 3-Zip Carry All Gol,201506,10,0.34719
Columbia Men's PFG Anchor Tough T-Shirt,201506,0,2.31488
Under Armour Women's Ignite Slide,201506,5,0.59246
Team Golf Tennessee Volunteers Putter Grip,201506,7,1.20702
Titleist Pro V1x High Numbers Personalized Go,201506,7,0.54727
Nike Men's Deutschland Weltmeister Winners Bl,201506,7,1.45826
Bridgestone e6 Straight Distance NFL San Dieg,201506,6,0.23132
Nike Women's Tempo Shorts,201506,9,1.29246
Team Golf Texas Longhorns Putter Grip,201506,2,0.43713
Hirzl Women's Soffft Flex Golf Glove,201506,1,1.432
Clicgear 8.0 Shoe Brush,201506,4,1.61477
Hirzl Women's Hybrid Golf Glove,201506,5,1.67034
Team Golf Pittsburgh Steelers Putter Grip,201506,3,1.34031
Top Flite Women's 2017 XL Hybrid,201506,0,1.28013
Glove It Urban Brick Golf Towel,201506,6,0.80192
Nike Dri-FIT Crew Sock 6 Pack,201506,0,0.15544
TYR Boys' Team Digi Jammer,201506,11,2.07521
Team Golf San Francisco Giants Putter Grip,201506,0,2.33376
Clicgear Rovic Cooler Bag,201506,5,1.33787
Hirzl Men's Hybrid Golf Glove,201506,0,0.93434
Titleist Pro V1x Golf Balls,201506,19,0.81057
adidas Men's Germany Black Crest Away Tee,201506,0,1.26405
Titleist Pro V1 High Numbers Personalized Gol,201506,2,2.08434
Under Armour Women's Micro G Skulpt Running S,201506,6,1.15611
Under Armour Hustle Storm Medium Duffle Bag,201506,0,2.26101
Under Armour Women's Ignite PIP VI Slide,201506,1,0.58377
Bag Boy Beverage Holder,201506,1,1.30239
Under Armour Men's Tech II T-Shirt,201506,9,0.20763
Team Golf New England Patriots Putter Grip,201506,18,0.66235
Under Armour Men's Compression EV SL Slide,201506,1,1.43715
Bridgestone e6 Straight Distance NFL Tennesse,201506,0,1.18946
Glove It Women's Mod Oval Golf Glove,201506,3,1.64556
Titleist Pro V1x High Numbers Golf Balls,201506,12,0.36612
Nike Women's Legend V-Neck T-Shirt,201506,0,0.77567
Under Armour Kids' Mercenary Slide,201506,4,1.84397
adidas Kids' F5 Messi FG Soccer Cleat,201506,0,2.3151
Children's heaters,201506,0,1.37715
Web Camera,201506,0,2.0301
Dell Laptop,201506,37,1.50434
Porcelain crafts,201506,0,1.24933
Sports Books,201506,0,1.37772
DVDs,201506,0,1.56419
Industrial consumer electronics,201506,0,0.55197
Fighting video games,201506,0,0.72249
Summer dresses,201506,0,0.38498
Lawn mower,201506,0,0.5582
Adult dog supplies,201506,0,1.98571
Rock music,201506,0,2.07079
Elevation Training Mask 2.0,201506,0,0.75292
LIJA Women's Mid-Length Panel Golf Shorts,201506,0,0.97813
Toys,201506,0,2.12297
Brooks Women's Ghost 6 Running Shoe,201506,0,2.02052
Bag Boy M330 Push Cart,201506,0,1.37769
Merrell Women's Grassbow Sport Hiking Shoe,201506,0,1.85766
Nike Men's Free TR 5.0 TB Training Shoe,201506,0,0.82725
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201506,1,1.82456
First aid kit,201506,0,1.83587
CDs of rock,201506,0,0.74522
Polar FT4 Heart Rate Monitor,201506,0,1.6249
LIJA Women's Argyle Golf Polo,201506,0,1.50842
TaylorMade White Smoke IN-12 Putter,201506,0,0.52105
Fitbit The One Wireless Activity & Sleep Trac,201506,0,2.17907
Nike Kids' Grade School KD VI Basketball Shoe,201506,0,1.26875
The North Face Women's Recon Backpack,201506,8,2.0923
Smart watch,201506,0,2.13103
Baby sweater,201506,0,0.98439
MDGolf Pittsburgh Penguins Putter,201506,0,1.35769
Men's gala suit,201506,0,1.9604
Merrell Men's All Out Flash Trail Running Sho,201506,0,1.23247
Garmin Approach S3 Golf GPS Watch,201506,0,0.48185
LIJA Women's Button Golf Dress,201506,0,0.78391
Cleveland Golf Women's 588 RTX CB Satin Chrom,201506,0,1.78926
Merrell Women's Siren Mid Waterproof Hiking B,201506,0,0.30128
TaylorMade Women's RBZ SL Rescue,201506,0,2.17739
Mio ALPHA Heart Rate Monitor/Sport Watch,201506,0,2.1669
TaylorMade 2017 Purelite Stand Bag,201506,0,0.72184
Cleveland Golf Collegiate My Custom Wedge 588,201506,0,0.12871
adidas Brazuca 2017 Official Match Ball,201506,0,1.64156
Nike Men's Fingertrap Max Training Shoe,201506,0,1.61854
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201506,0,1.7089
Nike Men's Kobe IX Elite Low Basketball Shoe,201506,0,1.92307
Ogio Race Golf Shoes,201506,0,1.91507
insta-bed Neverflat Air Mattress,201506,0,1.14975
GolfBuddy VT3 GPS Watch,201506,0,2.31784
Merrell Women's Grassbow Sport Waterproof Hik,201506,0,0.90133
Titleist Small Wheeled Travel Cover,201506,0,1.84444
Polar Loop Activity Tracker,201506,0,0.87722
Pelican Maverick 100X Kayak,201506,0,0.52648
Garmin Approach S4 Golf GPS Watch,201506,0,1.66793
Total Gym 1400,201506,0,1.22175
Garmin Forerunner 910XT GPS Watch,201506,0,1.42422
Titleist Club Glove Travel Cover,201506,0,2.23751
GoPro HERO3+ Black Edition Camera,201506,0,0.12421
Diamondback Boys' Insight 24 Performance Hybr,201506,0,2.12512
Diamondback Girls' Clarity 24 Hybrid Bike 201,201506,0,0.71837
Stiga Master Series ST3100 Competition Indoor,201506,0,1.76629
SOLE E35 Elliptical,201506,31,0.5014
Bushnell Pro X7 Jolt Slope Rangefinder,201506,16,1.20606
SOLE E25 Elliptical,201506,34,0.31736
Bowflex SelectTech 1090 Dumbbells,201506,26,0.18512
Perfect Fitness Perfect Rip Deck,201505,624,0.72904
Nike Men's Dri-FIT Victory Golf Polo,201505,65,2.24636
O'Brien Men's Neoprene Life Vest,201505,399,1.97283
Nike Men's Free 5.0+ Running Shoe,201505,252,1.61444
Under Armour Girls' Toddler Spine Surge Runni,201505,43,1.48562
Nike Men's CJ Elite 2 TD Football Cleat,201505,161,1.20565
Field & Stream Sportsman 16 Gun Fire Safe,201505,68,2.16727
Pelican Sunstream 100 Kayak,201505,35,2.18038
Diamondback Women's Serene Classic Comfort Bi,201505,59,0.73142
ENO Atlas Hammock Straps,201505,10,0.43503
Nike Men's Comfort 2 Slide,201505,9,1.65279
adidas Youth Germany Black/Red Away Match Soc,201505,0,2.23615
Team Golf St. Louis Cardinals Putter Grip,201505,0,1.60699
LIJA Women's Eyelet Sleeveless Golf Polo,201505,1,1.6443
adidas Men's F10 Messi TRX FG Soccer Cleat,201505,5,0.16189
Glove It Women's Imperial Golf Glove,201505,5,1.91525
Glove It Imperial Golf Towel,201505,6,1.42872
Bridgestone e6 Straight Distance NFL Carolina,201505,0,1.88158
Glove It Women's Mod Oval 3-Zip Carry All Gol,201505,9,0.33537
Columbia Men's PFG Anchor Tough T-Shirt,201505,0,1.82868
Under Armour Women's Ignite Slide,201505,2,1.5654
Team Golf Tennessee Volunteers Putter Grip,201505,0,2.07671
Titleist Pro V1x High Numbers Personalized Go,201505,3,2.17099
Nike Men's Deutschland Weltmeister Winners Bl,201505,0,0.43833
Bridgestone e6 Straight Distance NFL San Dieg,201505,3,1.30017
Nike Women's Tempo Shorts,201505,0,1.04897
Team Golf Texas Longhorns Putter Grip,201505,5,1.01919
Hirzl Women's Soffft Flex Golf Glove,201505,18,2.02405
Clicgear 8.0 Shoe Brush,201505,15,2.3073
Hirzl Women's Hybrid Golf Glove,201505,0,1.7722
Team Golf Pittsburgh Steelers Putter Grip,201505,2,1.75856
Top Flite Women's 2017 XL Hybrid,201505,10,1.84143
Glove It Urban Brick Golf Towel,201505,1,1.32952
Nike Dri-FIT Crew Sock 6 Pack,201505,1,0.33326
TYR Boys' Team Digi Jammer,201505,1,0.70371
Team Golf San Francisco Giants Putter Grip,201505,2,1.96295
Clicgear Rovic Cooler Bag,201505,5,2.0936
Hirzl Men's Hybrid Golf Glove,201505,0,1.21288
Titleist Pro V1x Golf Balls,201505,7,0.75048
adidas Men's Germany Black Crest Away Tee,201505,0,2.17861
